Sex,Length,Diameter,Height,Whole.weight,Shucked.weight,Viscera.weight,Shell.weight,Rings
F,0.45961809278821875,0.33867412775076033,0.15518025736788527,0.6244352785356357,0.21010545837577715,0.12378319511473578,0.2028055060128885,9-10
F,0.4298372494956846,0.3102437103721325,0.10703226912848451,0.266198217791222,0.10973272089378656,0.04542578740729184,0.10851828048731169,9-10
F,0.5788196983882088,0.4526139335831134,0.17278212646387764,0.7694523297099065,0.35568045937456905,0.16831487044785515,0.19850401334279466,1-8
I,0.3963240233197265,0.28092837337955423,0.05707915090333121,0.36037315321857744,0.14165644186656423,0.08484278437515339,0.1592243027440175,11+
M,0.44128328354637336,0.3283444800242923,0.04216107842963247,0.304947279926484,0.16450598300900107,0.06036539408271039,0.15737316472391394,1-8
F,0.5532648429998943,0.40111189826398297,0.14180230035460928,0.666639765586734,0.3085135369786949,0.15346279898633958,0.2005204194099915,1-8
M,0.3115758991097861,0.20515200815396173,0.06550201290594665,0.14088207131718378,0.05810344813068066,0.04469934964608424,0.046363684713100595,9-10
I,0.6596090306518541,0.5206569808275479,0.18523937514018976,1.605119599310466,0.7624593131674657,0.3880367967730508,0.3812005194667274,9-10
F,0.41126625830041874,0.3156127160728759,0.12777651841069096,0.5220257988509333,0.17008355558687963,0.13263461327911646,0.21245774844820103,11+
I,0.6534758237723892,0.5049080482946713,0.1604430198522767,1.6274806606663161,0.7807158029458319,0.3490639093480145,0.4320335223924358,11+
I,0.46659330305799873,0.3587529104928051,0.1398105284829881,0.43937191773026174,0.1702172828201335,0.08610525192967562,0.17079142922520096,9-10
I,0.5863224253829262,0.4905921575366894,0.14717236088552152,1.223848668369577,0.4630944042073091,0.26170204653721246,0.37331290049397825,11+
I,0.6563124579592241,0.5229547091653002,0.1442287847485211,1.2888699347171406,0.5791058426324943,0.21436854250841103,0.36424171942475203,11+
I,0.2819172612876528,0.16996195381484758,0.10176913647799665,0.14842301945907266,0.05312525162814344,0.019991369789153203,0.07394114451220396,1-8
M,0.5260729621231599,0.40848816758748363,0.1624340494992107,0.7904110867665127,0.286054100338668,0.13406060987984086,0.32436899002517355,1-8
M,0.5620900729839784,0.4152456978936083,0.10525475422109243,0.6854307549422523,0.3092759788550606,0.09454541205632896,0.23529259962625274,11+
F,0.570350925252975,0.4774176875969851,0.14250986711375457,0.8817938513858395,0.3339106252891475,0.15461364009749595,0.3544499778446836,11+
I,0.5480494658724595,0.4119810692129997,0.09086505507831363,0.6428122500065965,0.4302551451937346,0.15835075564166362,0.17476620107194119,1-8
F,0.579544404458062,0.45185420720890557,0.1437766330982536,1.2714717638970416,0.5660666732448234,0.26898002783758523,0.3062202364068588,11+
F,0.2319567806897207,0.19317213501753705,0.0655206871501005,0.07767771648140565,0.03877669805861385,0.019643538943743676,0.03180348187007481,11+
I,0.6380065885053332,0.5173827293662798,0.18901308979917042,1.2488864785766964,0.5084858455656681,0.30312132941859,0.3798812378497772,9-10
M,0.5832158705481527,0.4717940736035513,0.13960351901272353,0.9785407386060827,0.45766855942394,0.18975510587315855,0.2579811112410231,9-10
M,0.5636628607400516,0.43737082400713057,0.15633405455259225,0.6423056743559066,0.24763156356168511,0.1670041538936598,0.23922950626884026,9-10
M,0.5361322460174343,0.40553771717954756,0.13787547696363203,0.5880437640439731,0.29644701157356435,0.0845787525501806,0.23594374970414003,1-8
F,0.5174512979792691,0.4013950642646811,0.16373293271500228,0.5648138280732415,0.21830016187226395,0.09372692411125819,0.2662299807568692,1-8
F,0.6150871852338069,0.4696554587120918,0.15703887762328317,0.997802196325561,0.33392183925347674,0.22504967222006178,0.3577779188907217,11+
I,0.5138923485049212,0.3896934601518889,0.15107403358307805,0.8288398384225176,0.358523173096208,0.1457397639998069,0.3190098526915943,9-10
M,0.598763682118296,0.4721545341863256,0.15173157076659397,0.943575058204643,0.26698996962228744,0.21867090689640054,0.36773669729078484,11+
I,0.46007932906939075,0.34226505082290304,0.088813188020296,0.32898898740645016,0.11514835355710475,0.07276057164093389,0.1772882185603569,11+
F,0.6465900623108851,0.5042835801388725,0.23004494557991945,1.6643538343161928,0.7344375149221819,0.37761201800308186,0.40001755553568497,11+
I,0.5702750776650758,0.42566357497746576,0.1317741525663693,0.7247363515480956,0.3714282867038304,0.1183442281717319,0.22241682152437522,9-10
M,0.4333198194989425,0.3649564929510407,0.1268433847416193,0.392235404553507,0.13648241237672115,0.09544333541406028,0.1594503967624261,9-10
F,0.30125709546628254,0.22111640131522203,0.10633040674253058,0.19064999484413628,0.08654284990934556,0.08010274599337872,0.07090207619767877,9-10
M,0.5711306370372125,0.44747847232565396,0.15569366471574503,1.1230927982458456,0.5100435413912972,0.2310326424694989,0.33090057686766167,1-8
M,0.4471611702493208,0.35465396584149644,0.1187977984330803,0.5695025110851203,0.1982120146171917,0.13495022304263815,0.26382367552829916,11+
M,0.48152790029100956,0.34246577523599875,0.10669378701668239,0.5778851323538117,0.3143596606463758,0.14936952958770824,0.14408246457287438,1-8
I,0.6604890305459499,0.5239273024310283,0.14691666813415524,1.1310708797532965,0.36032690679726215,0.2997420309079838,0.4096462727024828,11+
I,0.3557636382260565,0.2923127445117797,0.09388393418748847,0.37360678271594105,0.18028625922037486,0.0967786034187329,0.1306656939604232,1-8
I,0.4816198823019242,0.3667791004683765,0.12351697183793352,0.6163802253303785,0.2892384879576167,0.13160305064856292,0.2085080500220247,9-10
F,0.39253651123698585,0.3144866059998699,0.11511926211606549,0.5351289948656367,0.2756566247011859,0.05548443160911054,0.21340840841101055,11+
I,0.49919624835448406,0.38847506891177197,0.13443625632426623,0.6741060063019915,0.3781102313459872,0.13847910989209183,0.20054243365891805,11+
M,0.6338623675738635,0.509504253283366,0.19369788664593252,0.8938040076024248,0.34679737650248416,0.14220066455606145,0.35969440336677017,11+
M,0.5646887898803357,0.43435615931373484,0.11413077487765885,0.8209277709149578,0.337113234218114,0.15120272167112186,0.25218700658247917,11+
I,0.6800433822389982,0.5316497177778778,0.23844133924747046,1.5175723697352814,0.5588544285393131,0.2919812264536469,0.4757567331764907,11+
F,0.4441891582239661,0.3504706331943419,0.07490115997196785,0.42218079025568306,0.15018397982249523,0.10905784187665031,0.21691385601111937,1-8
I,0.6969010452520621,0.555022898569522,0.20555698837035627,1.6807009052384378,0.773042999582036,0.39644533136329463,0.4122833211997541,11+
F,0.6185256313630179,0.48668841781575845,0.20887707197142005,1.275880661153482,0.6092316211442761,0.25453234585867845,0.3512858692486167,11+
I,0.6618927845712728,0.5171900738073205,0.1764957441689389,1.37146474373224,0.47360593834114095,0.2906438171439761,0.3577221804423511,1-8
I,0.6631569416865917,0.5259836558727122,0.16135320487735974,1.3690796164437407,0.6844881309399851,0.3232260921825203,0.3609775519753898,9-10
M,0.5587756664465937,0.4461408294518123,0.10903422576186533,0.7094889371980012,0.27543901676297206,0.17881264354834958,0.273815156430249,9-10
M,0.5220848252463322,0.4165441660692992,0.12055890511854456,0.6049266540319036,0.1666005084494833,0.17412296362345567,0.2169976381129128,11+
M,0.37152621443322165,0.28031123763688637,0.09261243843693483,0.3413835300456119,0.1531967552285094,0.053399597212180384,0.17218606781010315,11+
I,0.4513465879486098,0.34769789658139105,0.14500940120765327,0.7432943560947531,0.3113736402696346,0.22561589719023623,0.20439331000577302,11+
M,0.5602668632659258,0.43033498638725654,0.11431378383265751,1.0416416840727951,0.5011840079786544,0.1571178855837295,0.3180521473536663,11+
F,0.6052461374437561,0.46961942793658684,0.14102509077782138,0.9040789030804878,0.44324326775890294,0.14236005634053706,0.2051776448149657,9-10
F,0.4758623711225871,0.36786835733731715,0.17097858592222415,0.5779708737917232,0.319264068341033,0.1281196289528389,0.1485195551320121,9-10
F,0.6959141348889188,0.5443197634573966,0.20886735750362748,1.8425059369632986,0.8872251852222566,0.31929467885214224,0.5365281229283498,1-8
M,0.6152639428406967,0.492767831216113,0.17110505247083024,0.9889781981459114,0.3799813094480581,0.18410311301788343,0.3478383377191828,1-8
I,0.41048982512234833,0.32310949840489034,0.10739564222172152,0.4300692733188883,0.21665690465009158,0.12492068674013761,0.14565552258352266,11+
I,0.5602382605799505,0.4516897829507278,0.16307477562562694,0.6427484235897342,0.20068149894781012,0.11155306819234047,0.31868847573676623,11+
I,0.30478383395711806,0.21215882040876877,0.0781885108971527,0.2914434540829251,0.16633214743498867,0.05549929601387804,0.1085399455103338,11+
I,0.30862846026781376,0.24680915334997344,0.06566395498451276,0.2507010106942031,0.12481077998866838,0.0687224538137945,0.09368613397562833,1-8
F,0.48573376528864287,0.37431317332528113,0.11531810863342704,0.47650562920401607,0.23147032571955867,0.09030306411976134,0.19946043844726857,9-10
M,0.5993541383272012,0.47297244084738344,0.1426502158579143,1.0375434328445283,0.47593249808552346,0.1741881132359963,0.2796265717116981,9-10
I,0.5380560503560874,0.3920475025310952,0.1294788738621415,0.36460366887631207,0.23419514888625004,0.08959541360684965,0.07466899817142361,9-10
F,0.5269066738063648,0.41818840614489927,0.15166787708585808,0.6046266381685675,0.2547114309325616,0.11032197756391969,0.22495283391965754,9-10
F,0.7430770686469454,0.5859487673373058,0.19633036546306523,1.8607071442471308,0.7182797725326896,0.45937323483481113,0.5263405047029011,1-8
F,0.27668892751866947,0.23861272850049975,0.047800539456651164,0.12409913918778252,0.053404312838363215,0.0429128500769561,0.05081960758133636,9-10
M,0.6083223727359002,0.5032186805069903,0.20897621558599944,0.8838289553724145,0.31777212076775213,0.1717513079636394,0.3106986103882441,11+
M,0.5209856774744805,0.39681578110296867,0.146975813773931,1.195117940612525,0.6099482740690205,0.25457897561166587,0.28744798623004086,1-8
I,0.32021105858966425,0.23055384378523924,0.09075597602838095,0.08526015890293973,0.03396373214137065,0.013180725602350988,0.05292794260280956,9-10
I,0.4519684255129537,0.33984825108109407,0.1317276088210378,0.29157746380696425,0.15254223285971488,0.052735521553996426,0.11634708428680651,1-8
M,0.4550517490972874,0.3803156229437499,0.1570489092404832,0.7936420282601092,0.25348109308607414,0.13390968979341764,0.31196173189505044,11+
M,0.5083834010811419,0.39459459951474196,0.13002116293854882,0.8481276240355722,0.33840948978633595,0.19973054817902933,0.24577922618637735,1-8
F,0.5535689068908383,0.42875495164064237,0.12842860182451088,0.5988759428279817,0.2959423497899033,0.2013968579636409,0.1792030583534323,9-10
F,0.3640604753506391,0.2790179558492505,0.10154978078069751,0.26159681845997523,0.08449169633853827,0.07952156687489681,0.1474414020306872,11+
I,0.5764662491386483,0.4227950136954215,0.14016861260599972,0.6141549401331375,0.2929276416987872,0.167874939260898,0.2266024850335741,11+
I,0.4941011917632432,0.41027521643920606,0.16317770789814082,0.6535277078740871,0.2851773440094399,0.13489248401819925,0.22287380354208308,9-10
F,0.5089565294135063,0.412212136110103,0.0879257296907678,0.3201209050599136,0.18037957287743628,0.041653665423020514,0.11842922937169355,9-10
M,0.6460384614024921,0.5220487330559624,0.17655540591470475,1.4368685387773998,0.6975401979426172,0.3440764778273723,0.3865569386055402,11+
I,0.5063667958806004,0.410566501173101,0.14049314215513012,0.8970266042643341,0.46813717049435644,0.16995349252790354,0.27534210307384327,11+
M,0.6349261187779769,0.49892000651150736,0.161955185832975,1.5402723134823866,0.60349616722966,0.28894645676569697,0.4196941344148242,11+
M,0.634414396231648,0.5096196587763542,0.20418881715092063,1.3787766113023472,0.5889910798540278,0.3611552577386052,0.3749551539894997,11+
M,0.22910402154707477,0.19158371064368662,0.07729090921018675,0.08207137561100322,0.04566695474920701,0.024504020648688805,0.017119166004928854,9-10
I,0.4367468562146515,0.3304984934812212,0.08332182001027151,0.520885742147828,0.20263700924687347,0.11529581807901933,0.1592964089056087,9-10
M,0.5856966197297009,0.4524612043840217,0.1810796352889465,0.9897885166181564,0.294031933909933,0.2541901333589175,0.3323504432190313,11+
F,0.4015504021237897,0.33110027899982786,0.11066223306694016,0.31691321289286706,0.1395944210873171,0.08448357640690263,0.13024978242760551,1-8
I,0.6745723862985651,0.5325949572914852,0.1858820452791775,1.1951951091460928,0.43907226780465364,0.21347193684017807,0.3869291421849874,11+
M,0.5423259917387586,0.4106704018991252,0.12878599664425744,0.7101455764272506,0.30339752519650454,0.15231191774929637,0.2566642435467073,9-10
I,0.598336487218007,0.474227279139789,0.15873567385963872,0.9569436522679439,0.3985876888322835,0.2114392854900395,0.3239779737595589,1-8
I,0.6118747697383622,0.46774105445361247,0.1397925513698469,1.5444104646455237,0.7273594569582971,0.3098570496467883,0.3879106598534305,1-8
I,0.519140018858316,0.39253040109093806,0.11846870320158898,0.5983176683743846,0.22120741600031152,0.13148079301396423,0.25706772592221144,11+
M,0.37636600698486067,0.28469960167638053,0.14419459108420868,0.3413084269209324,0.07683578475814308,0.07597953732206172,0.1875365030907472,11+
I,0.6443572606705521,0.5042922074664129,0.1554443873361026,1.409212432666911,0.7628238488137445,0.3130104230481144,0.33283153035005314,11+
M,0.5508019396842689,0.43416706507765523,0.12433926867051585,0.8205108173822523,0.46218765675076146,0.1751583480486996,0.18849050794532074,9-10
F,0.41413114515032934,0.3202734337678015,0.07407448558679891,0.3694306643329982,0.2293124334081931,0.0908104793163454,0.0718244024453929,1-8
F,0.2956438638501133,0.25202713941719157,0.13233357356810624,0.24979694878641504,0.11051622096447995,0.04870578253266798,0.1751190933761959,11+
M,0.54552442148431,0.4268730450550522,0.16453379759733716,1.2497314226546758,0.5596743114751653,0.25616847006935933,0.354484791072574,9-10
F,0.44171957059762246,0.34635215520871565,0.057001521582110595,0.21694387752292615,0.09611857406184891,0.0618002741896671,0.11258042810710034,11+
F,0.5285421650607134,0.4257335340764721,0.13617487144170323,0.7684155623184485,0.4287804584335125,0.1982149300063793,0.21270025551735133,9-10
I,0.47443527820244125,0.3388422850438424,0.11086894046949315,0.4845869779797552,0.21365321123405345,0.11061814056044356,0.18853496672980602,9-10
I,0.5550756436613726,0.45522429668556796,0.16680073080439725,1.3767554859879936,0.592867143691873,0.2897200857765834,0.40051491223105307,11+
I,0.6306936163051926,0.4696647175299966,0.17813544523847658,1.6653016271800154,0.7979723885224949,0.3853528039673748,0.4192441823977137,9-10
F,0.39124519551713544,0.3359776568019788,0.13002262941526505,0.3344367671269699,0.09499861709662522,0.08871337841240243,0.20064168940499721,11+
M,0.44379878965852093,0.3329534198261639,0.12179067833190327,0.44020208084122125,0.1748712938249281,0.0983478689798767,0.13758933940655355,1-8
F,0.4905381609046655,0.40490912795582723,0.15527557956826749,0.6256426752534728,0.243200736199742,0.16192143290188254,0.18591487356081007,9-10
F,0.5051569888481717,0.38205202075640265,0.15995516259264916,0.7207056634399258,0.36640147246360155,0.131013182534041,0.22817663129617888,11+
I,0.5864107755696706,0.46169336351612467,0.20695635072847307,1.1472732609351792,0.5201485111600346,0.2514815437021338,0.35437450617563293,11+
I,0.5111295734110071,0.41322620926659814,0.14580285509196494,0.6814502774087883,0.3764300343986262,0.17317846253999064,0.18631244252243198,9-10
F,0.5792214584253221,0.46036401151545414,0.16483707460593158,0.9552376736468865,0.4220266262500871,0.209445831488174,0.27363606724995543,11+
I,0.555702218278733,0.4278070186055145,0.15991694950253774,1.0255069861021298,0.3033110492106533,0.18702510469224368,0.36698151746831087,11+
F,0.3831770360782736,0.3001274865813319,0.1207121682996638,0.06245075577208094,0.022886452887089254,0.014817395407329256,0.03177738887640408,11+
M,0.5828354869336465,0.4723411858551203,0.1416036444671287,1.2598371069247478,0.5052340200681562,0.2639639491817757,0.3645822825748653,1-8
F,0.4998837026875105,0.36894270303748433,0.08224680039661933,0.7183762492750299,0.302479611063745,0.15284043669918193,0.24018031248313704,1-8
I,0.5657390033089831,0.4379660201354172,0.1711858003139353,1.366057753333291,0.4547888424625515,0.32454507996299065,0.42285988239270655,11+
F,0.43472219898410813,0.3536669819586957,0.1120002861311046,0.646063762939084,0.35722395034401605,0.12786508695455953,0.20652160792602794,11+
M,0.5980962224468858,0.4850994919780369,0.15244079900717913,0.9793209064268004,0.39454876644575576,0.23193396088810234,0.310283049174581,9-10
F,0.6149140238941371,0.4965331896396097,0.17895712706465583,1.3544484017612546,0.522459541157049,0.37125491392272814,0.33342013440953255,11+
M,0.46643183480204975,0.3281251745481306,0.11384690045280495,0.49743742853678735,0.12929815287547253,0.10545652848034819,0.21228419992945335,9-10
F,0.4625093948520549,0.34135105276511624,0.13650913779381776,0.4706578561925639,0.17121697299566954,0.11373864833093378,0.1378952733900296,9-10
M,0.5927077996425814,0.4570854351825093,0.16435747399618275,0.9818989534590572,0.4761188434927812,0.22323075666635497,0.3112042039832951,1-8
M,0.37681469908299814,0.299138992507443,0.1153844945190668,0.4896799057429961,0.2036141845177654,0.07695578858979701,0.2141655825733975,9-10
M,0.7291678134098181,0.5702431018030834,0.21103750398836307,2.0181325027897876,0.9524219050803796,0.44327325259623396,0.521809872643625,9-10
I,0.4933452227454964,0.368995173244274,0.1255824736087368,0.5035557151848447,0.1626553685970878,0.13804539365447657,0.18650508005288524,1-8
F,0.6215112485640439,0.4797714446932253,0.19149732761769034,1.210966133914818,0.5000863605407102,0.2089996362544191,0.34135313726689825,1-8
I,0.49170667420443337,0.36343482913634073,0.11136234637687069,0.6313978220651837,0.28564258855348496,0.16032391904896018,0.1473580048020674,9-10
M,0.6189840797690813,0.5095027026776102,0.17419173686601078,0.7731666819511384,0.3158214613157343,0.16201889598617586,0.27891434240756124,1-8
I,0.3935876673908165,0.278145354498768,0.10371918723543275,0.48027933931955163,0.2476851544477743,0.06849088794345698,0.1561479459422169,1-8
F,0.5523754072702802,0.43001763123620673,0.11247679834311987,0.9354182978160674,0.4617371978251418,0.20966156185425222,0.2589524677830504,9-10
F,0.5335702980476347,0.4245437076791503,0.13000692982990522,0.6065364654011267,0.20297589452058745,0.12135193547565945,0.21551410175675764,9-10
M,0.6136793192601377,0.5060994689661111,0.15712057498722576,1.0154586112518071,0.31413117745868385,0.21671232681316266,0.35187639820978944,9-10
F,0.5315605551546163,0.4060697642387998,0.1280341258343558,0.8595423063917416,0.35139555312720494,0.16842915716959317,0.2796310355950684,1-8
M,0.5637710355638266,0.42557041914230265,0.17390503702178206,0.7998393276036082,0.31867032372939524,0.16224156683897326,0.2471322480219643,11+
F,0.23735710152830114,0.16767356151854984,0.08901046262322349,0.17670934653517265,0.08078142642993093,0.044357325962538184,0.07478165734258188,1-8
M,0.6290581018548949,0.47249637292442914,0.20232665045690187,1.2924520770273569,0.4696544199908029,0.2700306950057094,0.40615190226367637,11+
I,0.5834561576525559,0.4672528628843087,0.16712429042977317,1.151182632491735,0.44595949177038857,0.20748723952384687,0.31522413349403755,9-10
I,0.5923875396996792,0.4520049277267111,0.16409706766312374,1.3584458295728066,0.7051925716140929,0.34007166412039885,0.2873003767308688,9-10
M,0.3988863737636157,0.3148573406016242,0.10951648070032083,0.5619628012818731,0.360156198833003,0.09217556987122032,0.1767842864730065,1-8
M,0.6111983531796428,0.48290186236844024,0.16426185569043456,1.0815293591582285,0.4451431742633217,0.2610502625859247,0.2690674920876903,1-8
F,0.19369716229752587,0.1743884458413869,0.04026498267651665,0.06045863414113975,0.015066135694863054,0.011037725097148387,0.04875595057154086,1-8
F,0.5215541705859801,0.4047559681481818,0.14564415435810055,0.9162324212464072,0.4212439813544262,0.22651673974235725,0.21573377082310313,9-10
M,0.4889829702962851,0.38087232509732605,0.10426339135645965,0.376927420897823,0.214228662891407,0.0796878958063438,0.16178881122566469,11+
F,0.6027853302313568,0.47282936092112227,0.1768279435806729,1.1079744070773625,0.415918097205018,0.27658764351154996,0.3498733652164206,1-8
F,0.6178232061235551,0.46218661867621513,0.14755400048307363,0.9455898130651056,0.43780897798984086,0.2595688565266185,0.3098799967789856,9-10
M,0.3775173618677137,0.2843694889261883,0.09861546361091549,0.408837134313083,0.19341765893716925,0.048435886838821635,0.1493693583376687,1-8
F,0.677888027628331,0.535697276436399,0.18184868369346033,1.454698494897097,0.4998620728066422,0.2924190774519408,0.45376687310146196,11+
F,0.6356178514355593,0.4969780521859457,0.17520292972207424,1.2663668036572318,0.5904221380227471,0.3235917158889692,0.3503809875251969,9-10
M,0.6907819201931478,0.5482248324463046,0.20926843288734612,2.0043368819067617,0.8119848272099454,0.4967369433769897,0.4866479355595863,11+
F,0.5815848825671885,0.46104696372142806,0.1761003149465577,1.014176089845163,0.41191435168986806,0.18840971731736333,0.3332532099693585,9-10
F,0.45398285688658824,0.36912665634641906,0.098386236862089,0.40327707988087236,0.1226902451506201,0.06318581564325657,0.20422383674721883,11+
I,0.6441246529131712,0.5143152831221016,0.14490135139183738,1.3094950921029356,0.4413334439301336,0.2968255405418095,0.4171285951140553,1-8
M,0.6172501584109797,0.43431337861742625,0.2029704453228029,1.1593145669883207,0.5147557643419258,0.23168001837160335,0.34977284656334157,11+
M,0.49926856007454123,0.35760949698964417,0.13003356947985392,0.7036960031895922,0.3038297373906743,0.22434571227110128,0.23041180717758245,1-8
I,0.47666942364806797,0.36292517120767176,0.14512696096764072,0.6492222234596468,0.25068404844154135,0.20467784684633533,0.1911174714971354,11+
F,0.6216855769029213,0.47288413861283285,0.16031319380359932,1.2888466296609078,0.4603199027010462,0.2795549803130276,0.34510239474550775,11+
I,0.48229669056720237,0.3556319658872069,0.08682034546011354,0.5787226617066097,0.26746605261086465,0.07870164272904812,0.18429219857740817,11+
M,0.5983429388397452,0.4530534026556876,0.11883452333497951,0.7032833244110247,0.21993672871075148,0.20605510942590863,0.24719409389061225,1-8
I,0.29098865465178214,0.22848771891641873,0.037637136792892587,0.09205283622083095,0.04559502095393173,0.02118797410009795,0.024597474636536054,11+
I,0.45135196478406225,0.3508776715690165,0.12466095354300369,0.5469412924853082,0.19580075621916798,0.11052882974640887,0.20985437300202958,11+
I,0.6025132117360625,0.468073144166802,0.15138712407047844,1.1933976160553215,0.44123124574201555,0.26969350137784015,0.3308256836359656,1-8
M,0.5109610004638423,0.37993173291408144,0.1028924014408032,0.742545646287499,0.5365639514881146,0.15045906312902887,0.11875048366989806,11+
M,0.42131580317002726,0.3449233512535641,0.11086005133698225,0.588011897515461,0.18692730226770926,0.1312226722774167,0.20366407189202293,11+
