sepal_length,sepal_width,petal_length,petal_width,class
4.661607575980259,2.6658470153204394,2.4899722340493566,0.45792290644592737,Iris-setosa
5.92021123625458,2.0482894878468136,5.581153554659476,1.6806504239446818,Iris-virginica
5.111780139600365,3.77101265002565,2.859077319993413,0.9134469783636407,Iris-setosa
5.422607709357892,3.4243681564990305,3.1774237383748605,1.2769432731843808,Iris-versicolor
5.346311550742104,2.8407979394565275,3.869170008004229,1.1141489065756764,Iris-versicolor
4.816974068471136,3.4339017714281455,2.2559082438155684,0.8751251595934079,Iris-versicolor
5.482319448729362,2.812527252573513,4.013054090187458,1.0200440557174872,Iris-versicolor
6.1356878198334375,2.6573290042889233,4.937268182699503,1.6524752756258705,Iris-virginica
5.574949481401148,3.161490476438366,3.0044066812167216,1.0159210532204674,Iris-versicolor
6.601829372874546,3.1269550415665615,5.575853478755558,2.164714943350213,Iris-virginica
5.366394473404894,3.6981702801081298,2.8829723513359196,0.8459062260333792,Iris-setosa
4.286296665047789,3.1350258714058934,1.0011203085807021,0.1066380262732256,Iris-setosa
6.999090853028983,3.3057761858032912,5.577085834243743,2.083809928500524,Iris-virginica
5.437662606583764,3.3431073445446873,2.918117300329161,0.8763233183697781,Iris-setosa
5.05721748897718,2.7357016553134312,1.9457669493267418,0.5035181793487062,Iris-setosa
4.702454109834973,3.960018446635306,1.4571592041753467,0.2652645346716155,Iris-setosa
6.257041145688293,2.6332438420621065,4.45789766890919,1.4004669868595632,Iris-versicolor
4.429109104742803,3.2155374057824093,1.1629091143973223,0.12281955518878385,Iris-setosa
5.869352319986572,3.502790123159366,3.8594441902480665,1.2834065651543274,Iris-versicolor
7.501649451522976,2.865072914821374,5.87822877886717,1.9286044192242369,Iris-virginica
6.59963883073522,2.3734527415787214,5.841089179490439,2.1367597107531715,Iris-virginica
6.291416086460913,3.2223105560280523,5.162261966952078,1.9490630391423156,Iris-virginica
6.2285438702253835,3.1654461822559146,4.693431248437079,1.6724604257923985,Iris-versicolor
4.62341766627517,3.1826974132786052,1.7856780394468166,0.32389054489391766,Iris-setosa
4.474942991981714,3.250647756732227,1.288109895400067,0.16049900077904633,Iris-setosa
5.551108033505678,3.363977481269298,3.710098824394412,1.1988843787028156,Iris-versicolor
6.54623949388024,3.4108934735569365,3.29704101270271,0.97131117927368,Iris-versicolor
5.553592352506511,2.6495441185597612,3.1354863827387836,0.7332534952508474,Iris-setosa
5.52031252103718,3.156160788057088,3.3266148493311842,1.1244844714303168,Iris-versicolor
5.638708720443036,3.232637917883902,2.1810389419389002,0.6798347605226315,Iris-setosa
7.079806851594547,3.4029744073030623,5.393888124831754,1.8521378373206767,Iris-virginica
7.528019099107529,2.524738059008621,6.6990641560195225,2.3038802945514543,Iris-virginica
6.296014927988114,2.5349583950847694,5.281448124920405,1.684838450925496,Iris-virginica
4.613915020221134,2.259756462435489,2.883046326323142,0.9741821082054825,Iris-versicolor
4.7753932883048265,4.096293459284083,1.1851318609905048,0.16945289966851163,Iris-setosa
5.401399311989194,3.9578156471036245,3.988960174345987,1.3338543866722772,Iris-setosa
5.754015123272402,2.888641228396282,4.78763986257192,1.5501061185066702,Iris-virginica
4.9116034340819175,2.6869659200049196,3.4150567011456254,0.9997449558378148,Iris-versicolor
6.3326122361500365,3.201031263596471,3.7300308377389273,1.0494875458024824,Iris-setosa
7.300312570631062,2.8962603727424243,4.943999939956818,1.6885004433036854,Iris-virginica
5.132750384170186,3.3261754021501613,2.46544051961873,1.0509238961559912,Iris-setosa
7.64462333173522,3.101323588062239,6.1714688147734265,2.0780390159522097,Iris-virginica
5.531885022280306,3.29466941235053,3.126300507148793,0.9854850621904205,Iris-versicolor
6.622882115388663,2.755331400244485,5.418277711479372,2.0226069228016232,Iris-virginica
7.289064435453264,2.833797480324465,6.2224132123897355,2.24363280877849,Iris-virginica
4.757142675039961,3.080301765546652,1.7033584801930233,0.4118747917221688,Iris-setosa
5.690255756225004,3.82761590150002,2.7509061338779417,0.9766486666139305,Iris-setosa
5.793806958548102,3.0079150126739815,3.6873428250467657,1.331120158228226,Iris-versicolor
5.392974274152975,2.6419081239197726,3.838531770616865,1.3153731758836342,Iris-setosa
4.455905540174811,3.256657528584762,1.4433317402735906,0.32625749194918585,Iris-setosa
4.771807382275383,2.7790711843951192,2.1184557640718937,0.44855365310509476,Iris-setosa
6.288262778679703,3.8947106847817157,3.586940201262162,1.0426310777440024,Iris-versicolor
5.840948065256011,3.2846106371038033,3.7777174002842733,1.5685457641575824,Iris-versicolor
5.3746501913153795,2.553295832641007,4.659604643449878,1.627476032326599,Iris-virginica
6.164980298200861,3.1450687528881978,3.9112130803448952,1.1782830830309798,Iris-versicolor
5.681060591978332,3.7604224895831937,2.9727037756734482,0.9203991716313553,Iris-setosa
4.726944083399395,3.5541126343452762,2.3590833180686754,0.6050573819337979,Iris-setosa
5.612508056407213,2.708235149706565,3.4379008768724137,1.1206166743847326,Iris-versicolor
5.893649050193711,3.057505206375826,3.5637950011389457,1.416867662886037,Iris-versicolor
5.423420507524491,2.7975716273627835,2.6931786280284298,0.6754340559537029,Iris-setosa
5.030607281874614,2.519749644886626,3.3746423339642426,0.9735901278939156,Iris-versicolor
5.920059161329056,2.9698755014351077,3.900386380589434,1.2760509138617597,Iris-versicolor
5.895239994131242,3.439236532317513,3.8510876696548353,1.4026969632805542,Iris-versicolor
6.607840791856734,3.225945397219383,3.787865516007994,1.1668749261522042,Iris-setosa
4.314737114991873,3.2755626092942833,1.028473295250616,0.1320606554694912,Iris-setosa
6.4599193754301965,3.833413059150063,3.9204723811098097,1.5676383710330608,Iris-versicolor
6.4955688396435445,2.9762186695525195,4.436850616894327,1.4906529173756575,Iris-virginica
6.319151478677481,2.7796195599852176,5.715010967602728,2.1306269503060937,Iris-virginica
6.495239638870421,2.768900604562511,4.827909969116325,1.274799375922677,Iris-versicolor
6.49350397269053,3.2127130488307953,3.5939651284078913,1.279105409262174,Iris-versicolor
6.266365654948402,2.8040690380164413,4.7051941160383155,1.9342010011281747,Iris-virginica
6.163825162876904,2.4254882853451263,4.998285693332923,1.6137750212162345,Iris-versicolor
4.820774118278973,2.7729333387842607,3.2721572562153565,1.3050425892184943,Iris-virginica
5.500305950751177,2.6461377620348543,3.552114521862906,1.2060655255501178,Iris-versicolor
5.737449520023296,2.2630832076925786,5.179095978434408,1.7835192641076856,Iris-virginica
5.027091132374441,2.917523519251374,2.5877149208674126,0.6693712695764703,Iris-setosa
5.052158184847204,3.5686155361522824,2.3454755635123634,0.8771803624509947,Iris-setosa
5.050054022828817,3.3499436849287174,1.5347412188579752,0.24572857531131376,Iris-setosa
6.630773018760079,2.6575831932924436,5.125066436604334,1.652241252440115,Iris-versicolor
5.525473871280704,2.115791691438137,4.950397162300064,1.611336092510479,Iris-virginica
5.742783618472407,3.7252322561117763,3.1134846308051074,1.0440567013370092,Iris-versicolor
7.158448546385516,3.668875777592289,5.965030230408569,2.3040927635809467,Iris-virginica
5.125302197979276,2.774902027203816,2.589321124161235,0.549229939120733,Iris-setosa
5.05175200124247,2.6957600321418753,2.8892669627311838,0.8921806651928714,Iris-versicolor
4.4159514975791465,3.3148443626033974,1.313314672903608,0.39320784499144457,Iris-setosa
7.848631191912981,3.6801403042085976,6.160985623440153,2.3124368835228992,Iris-virginica
4.530807864494311,3.0542805686662486,1.614794371261096,0.47420774995156356,Iris-setosa
5.371439441476061,2.510562783142476,3.4460601420691286,0.8102114599428943,Iris-versicolor
5.3147997245915715,3.0472395651407207,3.1665179256202007,0.6739924194933635,Iris-versicolor
4.699505302386315,3.2207561701359264,1.6349537332392985,0.26985296176109197,Iris-setosa
6.9411949929563175,3.656406540029038,4.042828862711792,1.1319669807404842,Iris-versicolor
5.550064944544953,3.202269085049731,3.493475712969289,1.1869215934022046,Iris-versicolor
4.993822222116149,3.182897542817887,2.223460384623068,0.7563623441513663,Iris-setosa
6.33887873746982,2.7842135031648705,5.865343757206304,2.1529744907152923,Iris-virginica
